,From,To
25336,CCP6_t251,T8_t252
25337,P3_t226,P3_t227
25338,CFC1_t291,P5_t292
25339,P5_t52,CCP6_t53
25340,C1_t162,C4_t163
25341,CP3_t189,F6_t190
25342,AF4_t271,Pz_t272
25343,CFC1_t228,CFC1_t229
25344,P1_t297,P1_t298
25345,PO2_t339,AF3_t340
25346,C1_t83,FC3_t84
25347,CP6_t20,CP6_t21
25348,CCP4_t101,FC4_t102
25349,CP3_t386,CP3_t387
25350,P1_t362,PO1_t363
25351,CFC4_t67,AF3_t68
25352,CCP8_t266,CCP8_t267
25353,CCP6_t393,CCP6_t394
25354,P2_t254,O1_t255
25355,FC4_t320,CCP8_t321
25356,O1_t317,C3_t318
25357,CCP2_t74,CCP2_t75
25358,Cz_t90,T7_t91
25359,PO1_t110,PO1_t111
25360,AF3_t386,CCP1_t387
25361,C3_t40,C3_t41
25362,CP5_t174,C6_t175
25363,CP3_t159,CP3_t160
25364,CP2_t26,CP2_t27
25365,C5_t335,C3_t336
25366,CCP3_t293,CCP3_t294
25367,P1_t124,FC6_t125
25368,T8_t228,O2_t229
25369,T8_t209,T8_t210
25370,CFC6_t333,CFC6_t334
25371,AF3_t164,AF3_t165
25372,FC5_t32,FC5_t33
25373,PO2_t181,O2_t182
25374,T8_t22,F1_t23
25375,P2_t360,P2_t361
25376,AF4_t377,AF4_t378
25377,C5_t82,C5_t83
25378,P5_t320,CCP6_t321
25379,CCP3_t144,C1_t145
25380,FCz_t198,FCz_t199
25381,FC2_t365,P2_t366
25382,CFC5_t173,CFC5_t174
25383,C1_t119,C1_t120
25384,PO2_t209,PO2_t210
25385,P4_t95,Pz_t96
25386,CFC8_t312,CP6_t313
25387,FC2_t354,CP4_t355
25388,CFC2_t355,CFC2_t356
25389,CP1_t349,CFC2_t350
25390,C4_t326,Fz_t327
25391,P4_t268,P4_t269
25392,CCP6_t235,CCP8_t236
25393,CP2_t106,F1_t107
25394,CFC2_t96,CFC2_t97
25395,F5_t352,FC1_t353
25396,FC2_t398,PO2_t399
25397,CP5_t33,CP5_t34
25398,CFC2_t214,Pz_t215
25399,CCP1_t171,P5_t172
25400,P2_t82,P5_t83
25401,CFC2_t148,F2_t149
25402,P3_t270,P3_t271
25403,C2_t245,CP4_t246
25404,AF3_t85,FC1_t86
25405,CP4_t237,FC2_t238
25406,F3_t248,F3_t249
25407,PO1_t329,PO1_t330
25408,CPz_t91,P5_t92
25409,PO2_t46,PO2_t47
25410,CP5_t346,P6_t347
25411,Fz_t127,P4_t128
25412,O1_t72,C5_t73
25413,CP1_t261,CP1_t262
25414,CFC2_t210,FC4_t211
25415,CFC3_t291,CFC4_t292
25416,FC1_t202,F3_t203
25417,AF3_t312,AF3_t313
25418,P2_t48,C1_t49
25419,CCP2_t64,CCP2_t65
25420,CFC2_t17,O1_t18
25421,C2_t211,PO2_t212
25422,C5_t299,C5_t300
25423,P5_t238,P1_t239
25424,CFC4_t148,C1_t149
25425,P6_t249,P6_t250
25426,CP5_t127,CCP8_t128
25427,CCP4_t132,CCP4_t133
25428,F5_t324,T7_t325
25429,O1_t51,O1_t52
25430,CP2_t383,CP2_t384
25431,AF3_t8,P3_t9
25432,T7_t95,P4_t96
25433,P4_t285,F6_t286
25434,FC6_t150,FC6_t151
25435,CCP4_t179,CCP4_t180
25436,AF4_t20,AF4_t21
25437,CCP6_t195,O1_t196
25438,O1_t320,F3_t321
25439,C3_t180,CFC5_t181
25440,CPz_t229,CPz_t230
25441,CP3_t5,P2_t6
25442,T8_t34,T8_t35
25443,C1_t278,CP4_t279
25444,CFC7_t133,CFC5_t134
25445,F3_t93,PO1_t94
25446,T7_t110,T7_t111
25447,F4_t153,CFC5_t154
25448,PO1_t138,CCP5_t139
25449,AF4_t193,F2_t194
25450,PO1_t261,PO1_t262
25451,FCz_t297,FC3_t298
25452,CCP5_t359,CCP5_t360
25453,P1_t282,CCP2_t283
25454,CCP1_t275,FC4_t276
25455,Pz_t279,CP3_t280
25456,CP3_t39,CP3_t40
25457,F4_t100,F3_t101
25458,CFC6_t170,T7_t171
25459,CCP2_t147,F3_t148
25460,FC5_t343,FC5_t344
25461,CFC3_t359,O2_t360
25462,P2_t35,CFC2_t36
25463,CP4_t274,CP4_t275
25464,P1_t152,CCP6_t153
25465,F5_t132,FC3_t133
25466,O2_t216,O2_t217
25467,F2_t300,F2_t301
25468,CCP8_t380,CCP6_t381
25469,CCP7_t386,CCP7_t387
25470,AF3_t364,P2_t365
25471,AF3_t149,CFC4_t150
25472,T8_t155,F6_t156
25473,T7_t68,CCP8_t69
25474,CCP7_t172,FC6_t173
25475,F5_t65,F5_t66
25476,F6_t145,F6_t146
25477,F4_t325,F4_t326
25478,CP5_t220,CP5_t221
25479,CP4_t236,CP4_t237
25480,CPz_t351,CCP5_t352
25481,T8_t119,T8_t120
25482,FC4_t121,FC4_t122
25483,CP5_t236,CP5_t237
25484,CFC4_t67,Fz_t68
25485,CPz_t53,CFC8_t54
25486,CP3_t297,CCP3_t298
25487,P4_t82,FC2_t83
25488,O1_t20,O1_t21
25489,T7_t373,CP1_t374
25490,F2_t356,C3_t357
25491,F1_t90,F1_t91
25492,CCP7_t77,CFC3_t78
25493,O2_t135,O2_t136
25494,CFC4_t109,FC5_t110
25495,P1_t312,F4_t313
25496,CP3_t73,CP4_t74
25497,Cz_t323,P1_t324
25498,CFC7_t138,FCz_t139
25499,CCP4_t233,T7_t234
25500,C5_t237,C5_t238
25501,O2_t268,O2_t269
25502,CCP3_t276,CCP3_t277
25503,AF4_t320,AF4_t321
25504,P2_t62,P5_t63
25505,F4_t190,FC1_t191
25506,P2_t389,O1_t390
25507,PO1_t47,CFC3_t48
25508,T8_t134,T8_t135
25509,CPz_t195,CPz_t196
25510,O2_t393,C6_t394
25511,FC5_t379,P1_t380
25512,CP5_t21,CP5_t22
25513,CPz_t129,FC6_t130
25514,CP3_t55,CP6_t56
25515,F1_t226,F3_t227
25516,PO1_t141,FC3_t142
25517,CCP6_t27,CCP6_t28
25518,F4_t256,F4_t257
25519,CCP8_t187,T8_t188
25520,C5_t23,C5_t24
25521,F1_t220,F5_t221
25522,P2_t255,P4_t256
25523,FC2_t274,C2_t275
25524,Cz_t396,CFC7_t397
25525,P4_t5,P4_t6
25526,AF3_t88,CFC4_t89
25527,P6_t8,Fz_t9
25528,O2_t133,O2_t134
25529,C2_t217,C5_t218
25530,CP4_t317,CP1_t318
25531,PO1_t233,PO1_t234
25532,CCP1_t226,O1_t227
25533,CP1_t190,CP1_t191
25534,Cz_t322,CCP3_t323
25535,Fz_t333,F3_t334
25536,P5_t287,CCP5_t288
25537,CFC5_t119,CFC5_t120
25538,CFC4_t15,CP2_t16
25539,T8_t121,T8_t122
25540,CFC2_t67,CFC2_t68
25541,C5_t359,P3_t360
25542,T8_t273,C6_t274
25543,Pz_t18,C6_t19
25544,CPz_t224,Pz_t225
25545,O1_t15,CCP6_t16
25546,CFC2_t255,F6_t256
25547,FC1_t184,FC1_t185
25548,CCP7_t211,P3_t212
25549,CCP7_t320,CCP7_t321
25550,O1_t383,O1_t384
25551,CP1_t125,CP1_t126
25552,PO1_t161,P1_t162
25553,F1_t125,F1_t126
25554,Cz_t28,T7_t29
25555,CCP6_t97,PO2_t98
25556,O1_t198,O1_t199
25557,CFC5_t117,CFC5_t118
25558,AF3_t69,AF3_t70
25559,Pz_t346,CFC5_t347
25560,C4_t372,CFC8_t373
25561,F3_t64,F3_t65
25562,CCP3_t273,F2_t274
25563,CCP8_t312,CCP8_t313
25564,PO2_t154,PO2_t155
25565,F3_t8,P6_t9
25566,CCP3_t150,CCP7_t151
25567,CFC5_t9,CCP8_t10
25568,AF4_t91,AF4_t92
25569,CCP8_t269,CCP8_t270
25570,CP4_t175,P2_t176
25571,FC5_t14,FC5_t15
25572,F1_t299,FCz_t300
25573,C4_t302,P5_t303
25574,PO1_t19,PO1_t20
25575,CP1_t267,C6_t268
25576,CP2_t232,CP2_t233
25577,FC6_t313,FC5_t314
25578,FC6_t262,FC6_t263
25579,C6_t318,C6_t319
25580,P4_t29,PO2_t30
25581,FC2_t343,Pz_t344
25582,PO1_t286,CFC4_t287
25583,CFC7_t373,CFC7_t374
25584,CFC1_t83,CCP2_t84
25585,P5_t192,P5_t193
25586,CP2_t169,CP2_t170
25587,CFC7_t99,CP4_t100
25588,CCP7_t190,CCP7_t191
25589,FCz_t301,FCz_t302
25590,CCP7_t28,CFC2_t29
25591,C4_t139,PO2_t140
25592,P5_t111,FC3_t112
25593,FC2_t205,FC2_t206
25594,F5_t18,CP3_t19
25595,T8_t39,P1_t40
25596,P2_t96,P2_t97
25597,FC4_t150,AF4_t151
25598,F2_t356,P6_t357
25599,F2_t38,F2_t39
25600,AF4_t3,P6_t4
25601,AF3_t386,FC6_t387
25602,CFC4_t47,C4_t48
25603,CP3_t247,C1_t248
25604,CCP4_t258,C3_t259
25605,CFC7_t332,CCP6_t333
25606,CCP3_t22,FC6_t23
25607,P2_t398,P2_t399
25608,F2_t57,F2_t58
25609,CP4_t193,P3_t194
25610,CFC3_t294,CFC3_t295
25611,CFC8_t4,CFC7_t5
25612,FC5_t189,CPz_t190
25613,O1_t321,AF3_t322
25614,C2_t352,C2_t353
25615,C3_t232,C3_t233
25616,P6_t193,F5_t194
25617,CP5_t62,CCP7_t63
25618,C5_t202,FC2_t203
25619,CCP8_t143,CCP8_t144
25620,P6_t262,PO2_t263
25621,O1_t275,O1_t276
25622,CCP3_t251,CCP3_t252
25623,FC3_t310,FC3_t311
25624,CP5_t225,CP5_t226
25625,P4_t108,P4_t109
25626,CCP6_t235,C4_t236
25627,F6_t45,CCP6_t46
25628,FC1_t87,P4_t88
25629,P6_t13,P6_t14
25630,CCP4_t3,CCP4_t4
25631,AF4_t270,CP2_t271
25632,PO2_t94,PO2_t95
25633,T8_t296,F4_t297
25634,O2_t362,CCP4_t363
25635,CCP3_t136,FC4_t137
25636,CP4_t14,CP4_t15
25637,AF3_t148,C5_t149
25638,F2_t303,CP1_t304
25639,F2_t398,F2_t399
25640,O1_t54,P1_t55
25641,O1_t317,CCP3_t318
25642,T8_t349,T8_t350
25643,CP5_t381,FC6_t382
25644,FC3_t387,PO1_t388
25645,FC6_t38,FC6_t39
25646,O2_t41,C4_t42
25647,Pz_t319,Pz_t320
25648,CFC3_t367,CFC3_t368
25649,CFC7_t384,CFC7_t385
25650,C3_t250,PO1_t251
25651,FC5_t123,FC5_t124
25652,CCP7_t77,C2_t78
25653,FC5_t137,FC5_t138
25654,T8_t0,FC1_t1
25655,AF3_t17,CP5_t18
25656,CCP8_t193,P5_t194
25657,FCz_t213,FCz_t214
25658,CCP1_t363,O1_t364
25659,PO2_t377,PO2_t378
25660,C4_t214,C4_t215
25661,CP5_t152,CCP5_t153
25662,CP2_t343,CP2_t344
25663,CP3_t171,CCP4_t172
25664,FCz_t26,P6_t27
25665,FC2_t208,FC1_t209
25666,CFC2_t235,CCP6_t236
25667,FC5_t268,CFC4_t269
25668,CFC5_t281,CFC5_t282
25669,F1_t248,F1_t249
25670,P5_t12,CCP4_t13
25671,AF4_t101,CFC7_t102
25672,CPz_t288,CPz_t289
25673,PO1_t290,PO1_t291
25674,Pz_t221,CFC7_t222
25675,CCP7_t316,CCP7_t317
25676,C5_t108,C5_t109
25677,FC5_t128,FC5_t129
25678,CP6_t48,CP6_t49
25679,CFC8_t377,FC3_t378
25680,CCP3_t381,CCP3_t382
25681,Cz_t31,Cz_t32
25682,FC4_t53,FC4_t54
25683,T7_t120,P5_t121
25684,CCP5_t280,FC4_t281
25685,FC1_t70,O1_t71
25686,CCP2_t245,CCP2_t246
25687,T7_t13,T7_t14
25688,FC6_t153,FC6_t154
25689,P6_t41,CCP4_t42
25690,FC2_t102,FC2_t103
25691,CP3_t112,CCP1_t113
25692,CCP3_t200,CCP3_t201
25693,CCP3_t242,C2_t243
25694,C3_t254,C3_t255
25695,AF4_t287,CP1_t288
25696,F1_t289,F1_t290
25697,T8_t120,P4_t121
25698,P2_t289,P2_t290
25699,CFC2_t162,CFC2_t163
25700,P4_t334,P4_t335
25701,FC4_t36,FC4_t37
25702,CFC6_t343,CFC5_t344
25703,P6_t70,C1_t71
25704,CFC8_t317,PO1_t318
25705,F2_t64,P2_t65
25706,CCP8_t365,FCz_t366
25707,CFC4_t391,CCP3_t392
25708,CFC2_t60,CFC2_t61
25709,P3_t103,P3_t104
25710,CP3_t55,P6_t56
25711,CCP7_t164,CCP7_t165
25712,Fz_t37,C1_t38
25713,Fz_t15,Cz_t16
25714,Pz_t388,C3_t389
25715,P5_t87,P5_t88
25716,F1_t8,F1_t9
25717,Fz_t133,Fz_t134
25718,FC5_t3,FC4_t4
25719,FCz_t290,FC1_t291
25720,PO1_t193,CP4_t194
25721,CP2_t107,CFC4_t108
25722,O2_t118,O2_t119
25723,C4_t171,PO1_t172
25724,CFC6_t208,FC5_t209
25725,F5_t265,PO1_t266
25726,AF3_t41,CFC7_t42
25727,CFC8_t293,FC6_t294
25728,AF3_t221,CCP7_t222
25729,F1_t356,F1_t357
25730,F4_t382,C4_t383
25731,T7_t98,Pz_t99
25732,CCP8_t218,CCP8_t219
25733,CP3_t176,CP4_t177
25734,Cz_t161,Cz_t162
25735,P2_t237,CCP7_t238
25736,CCP6_t245,F2_t246
25737,C1_t272,C1_t273
25738,AF4_t75,AF4_t76
25739,Fz_t105,Fz_t106
25740,P2_t207,CP6_t208
25741,CP1_t120,C1_t121
25742,CCP7_t23,CCP7_t24
25743,F5_t325,CFC8_t326
25744,CFC4_t41,AF3_t42
25745,CP4_t260,CP4_t261
25746,O1_t171,FC2_t172
25747,F1_t271,C6_t272
25748,CFC3_t312,CFC3_t313
25749,P3_t386,P3_t387
25750,AF3_t386,CFC3_t387
25751,P3_t26,C4_t27
25752,P6_t33,C4_t34
25753,P2_t255,PO1_t256
25754,F5_t191,F5_t192
25755,CPz_t23,CCP8_t24
25756,CFC7_t36,O2_t37
25757,CP4_t353,CP2_t354
25758,F5_t216,F5_t217
25759,CCP5_t280,CCP5_t281
25760,P6_t279,P6_t280
25761,CP1_t43,P1_t44
25762,C3_t179,C3_t180
25763,F3_t4,F3_t5
25764,F3_t30,FC4_t31
25765,F4_t356,F4_t357
25766,T7_t52,AF4_t53
25767,CPz_t250,CPz_t251
25768,CP3_t79,CP3_t80
25769,CFC6_t225,O2_t226
25770,P4_t391,P4_t392
25771,P6_t173,P6_t174
25772,C1_t382,C1_t383
25773,F1_t370,F4_t371
25774,AF3_t91,F6_t92
25775,CCP8_t172,CCP8_t173
25776,C6_t283,CP3_t284
25777,CCP5_t309,CCP5_t310
25778,FC3_t295,FC3_t296
25779,PO1_t47,C2_t48
25780,CFC5_t122,CFC5_t123
25781,FC5_t359,FC5_t360
25782,CFC2_t394,CFC2_t395
25783,CFC4_t22,CFC4_t23
25784,CFC3_t148,CFC3_t149
25785,C2_t358,C2_t359
25786,CCP4_t252,PO2_t253
25787,FC4_t61,CP5_t62
25788,T8_t360,F1_t361
25789,O1_t36,O1_t37
25790,P2_t16,P2_t17
25791,CP2_t107,FC6_t108
25792,CFC1_t278,PO1_t279
25793,FC5_t52,CP6_t53
25794,AF4_t380,C5_t381
25795,C4_t154,C4_t155
25796,CP2_t288,CP2_t289
25797,O2_t168,O2_t169
25798,CP3_t97,T8_t98
25799,CCP2_t17,C5_t18
25800,AF3_t258,F2_t259
25801,FC1_t280,FC1_t281
25802,F1_t276,FC6_t277
25803,P1_t215,P1_t216
25804,AF3_t7,CCP8_t8
25805,F6_t62,F6_t63
25806,O2_t43,O2_t44
25807,CCP7_t170,AF4_t171
25808,CFC5_t289,CFC5_t290
25809,F6_t372,F6_t373
25810,CP1_t120,Cz_t121
25811,CFC7_t275,CFC7_t276
25812,C6_t39,C6_t40
25813,CCP3_t242,P1_t243
25814,AF4_t5,C3_t6
25815,FC5_t180,FC1_t181
25816,CP4_t117,CP4_t118
25817,AF4_t218,CFC4_t219
25818,CCP5_t117,CCP5_t118
25819,FC2_t186,CFC6_t187
25820,AF3_t139,AF3_t140
25821,F2_t180,FC1_t181
25822,F3_t105,F3_t106
25823,CFC1_t211,CFC5_t212
25824,CP6_t167,CP6_t168
25825,C5_t108,FC4_t109
25826,O2_t362,CFC4_t363
25827,F6_t133,F6_t134
25828,O1_t133,O1_t134
25829,F4_t161,F4_t162
25830,FC5_t225,FC3_t226
25831,F4_t124,F4_t125
25832,Fz_t245,Fz_t246
25833,P3_t36,CFC3_t37
25834,P2_t186,CFC6_t187
25835,AF3_t128,CFC4_t129
25836,CFC4_t146,P1_t147
25837,CCP1_t210,CCP1_t211
25838,Fz_t331,AF4_t332
25839,PO1_t106,PO1_t107
25840,Pz_t57,P2_t58
25841,CP4_t212,O2_t213
25842,FCz_t343,FCz_t344
25843,F5_t362,F5_t363
25844,C3_t98,C3_t99
25845,P6_t45,P6_t46
25846,FC6_t366,FC6_t367
25847,P5_t230,P5_t231
25848,Fz_t319,C6_t320
25849,T8_t303,C1_t304
25850,FC1_t87,PO1_t88
25851,T7_t166,CCP1_t167
25852,PO1_t341,PO1_t342
25853,P6_t307,P6_t308
25854,CP4_t201,CP4_t202
25855,P3_t290,CP3_t291
25856,F1_t299,AF4_t300
25857,CFC7_t342,P4_t343
25858,Pz_t84,Pz_t85
25859,F5_t178,O2_t179
25860,P6_t369,F3_t370
25861,CP6_t213,FC3_t214
25862,AF4_t271,O1_t272
25863,CFC5_t328,CFC5_t329
25864,CFC1_t101,CFC1_t102
25865,F5_t93,T8_t94
25866,O2_t317,O2_t318
25867,F6_t317,F6_t318
25868,PO1_t193,PO2_t194
25869,P3_t19,C3_t20
25870,AF4_t15,CFC3_t16
25871,P5_t345,P5_t346
25872,CCP1_t366,CFC2_t367
25873,C1_t125,C1_t126
25874,CFC7_t1,FC6_t2
25875,AF4_t271,CP3_t272
25876,FC4_t253,FC4_t254
25877,P5_t372,P5_t373
25878,FC2_t105,AF4_t106
25879,P1_t202,CP6_t203
25880,T8_t130,CP4_t131
25881,T7_t380,T7_t381
25882,CCP6_t307,CCP6_t308
25883,CPz_t144,CFC6_t145
25884,CFC3_t5,CCP6_t6
25885,F6_t79,P3_t80
25886,FC1_t230,FC5_t231
25887,CFC3_t331,CFC3_t332
25888,CP4_t169,CP4_t170
25889,CFC4_t390,P6_t391
25890,T7_t268,CP1_t269
25891,CCP7_t219,CCP7_t220
25892,P5_t208,F6_t209
25893,C4_t117,C4_t118
25894,F1_t263,CFC4_t264
25895,CP1_t388,CP1_t389
25896,FC5_t90,CP5_t91
25897,CCP6_t336,CCP8_t337
25898,FC2_t14,FC2_t15
25899,CP1_t137,P2_t138
25900,CFC5_t353,CFC5_t354
25901,Cz_t83,Cz_t84
25902,F5_t184,C3_t185
25903,CFC5_t214,C4_t215
25904,FCz_t191,FCz_t192
25905,CP5_t378,P2_t379
25906,P3_t375,P3_t376
25907,CCP5_t293,CCP3_t294
25908,CCP3_t21,PO2_t22
25909,C4_t358,C4_t359
25910,C5_t388,CFC8_t389
25911,FC5_t346,CFC8_t347
25912,CCP3_t64,CCP3_t65
25913,CP3_t346,CP3_t347
25914,CCP3_t130,C3_t131
25915,AF3_t109,AF3_t110
25916,CFC7_t256,P1_t257
25917,P6_t154,P6_t155
25918,F3_t395,F3_t396
25919,P4_t123,P4_t124
25920,F2_t155,F2_t156
25921,F5_t92,P4_t93
25922,Cz_t223,C2_t224
25923,O1_t33,PO1_t34
25924,T7_t343,T7_t344
25925,P2_t265,FC6_t266
25926,FC3_t387,P1_t388
25927,CP1_t79,CP1_t80
25928,AF3_t223,AF3_t224
25929,FC2_t292,FC2_t293
25930,P5_t212,FC6_t213
25931,CCP6_t313,F6_t314
25932,CP6_t294,F5_t295
25933,P6_t206,CFC8_t207
25934,O2_t175,O2_t176
25935,FC4_t309,O2_t310
25936,Pz_t35,Pz_t36
25937,P2_t255,P2_t256
25938,T7_t61,T7_t62
25939,FC5_t173,CCP4_t174
25940,CFC2_t330,CFC2_t331
25941,CCP8_t385,CFC3_t386
25942,CFC7_t154,CFC7_t155
25943,CFC7_t378,CFC2_t379
25944,P3_t353,P3_t354
25945,CCP8_t129,CCP8_t130
25946,CCP5_t312,CCP5_t313
25947,FC5_t66,FC5_t67
25948,O1_t205,O1_t206
25949,P1_t372,CP1_t373
25950,CP3_t113,CP3_t114
25951,CFC5_t27,CFC5_t28
25952,C6_t69,PO1_t70
25953,O1_t378,O1_t379
25954,CP1_t20,CFC8_t21
25955,CFC5_t389,CFC5_t390
25956,CFC8_t72,CFC8_t73
25957,CP3_t256,FC5_t257
25958,CFC8_t179,F4_t180
25959,FC2_t239,CP6_t240
25960,CCP8_t95,P6_t96
25961,T8_t142,CCP8_t143
25962,C4_t139,T8_t140
25963,CFC6_t238,C1_t239
25964,Cz_t154,Cz_t155
25965,FC4_t30,FC4_t31
25966,FC6_t59,FC6_t60
25967,FC3_t124,FC3_t125
25968,C1_t3,C1_t4
25969,CP5_t308,CP5_t309
25970,P2_t142,CCP6_t143
25971,FC5_t182,FC5_t183
25972,C1_t236,C1_t237
25973,FC1_t332,FC1_t333
25974,F6_t381,F6_t382
25975,PO1_t63,C2_t64
25976,FC2_t386,F2_t387
25977,CP2_t378,O2_t379
25978,F1_t17,F1_t18
25979,CP1_t259,CP1_t260
25980,F6_t347,F6_t348
25981,CFC7_t151,F5_t152
25982,C4_t129,P6_t130
25983,AF3_t65,AF3_t66
25984,CCP3_t129,CCP3_t130
25985,CFC4_t212,AF3_t213
25986,F2_t66,F2_t67
25987,CFC7_t319,CFC7_t320
25988,CFC8_t332,CPz_t333
25989,CCP8_t342,CCP8_t343
25990,AF3_t386,FC3_t387
25991,FC5_t389,CFC8_t390
25992,CFC7_t199,C5_t200
25993,P6_t265,P6_t266
25994,C3_t296,C3_t297
25995,CFC8_t357,CFC8_t358
25996,AF3_t137,AF3_t138
25997,CCP8_t383,CCP8_t384
25998,F5_t137,F1_t138
25999,CFC8_t175,CFC8_t176
26000,P5_t394,Cz_t395
26001,CCP8_t1,CCP8_t2
26002,CCP7_t22,CCP7_t23
26003,CFC8_t140,CFC8_t141
26004,CFC3_t253,CFC3_t254
26005,F4_t314,F4_t315
26006,C1_t385,C1_t386
26007,PO2_t358,F4_t359
26008,AF3_t393,AF3_t394
26009,CP2_t102,F3_t103
26010,C2_t211,C2_t212
26011,F6_t144,CFC7_t145
26012,FCz_t289,FCz_t290
26013,P1_t229,PO2_t230
26014,CFC8_t199,CFC8_t200
26015,AF3_t110,AF3_t111
26016,T8_t4,T8_t5
26017,CFC6_t277,P5_t278
26018,C2_t245,CP2_t246
26019,CP6_t318,CP6_t319
26020,C5_t14,CCP7_t15
26021,CP6_t137,CP5_t138
26022,Fz_t156,CFC3_t157
26023,T7_t157,T7_t158
26024,CP2_t228,CP1_t229
26025,Fz_t71,Fz_t72
26026,P1_t59,C3_t60
26027,CP6_t44,P3_t45
26028,FC1_t311,FC1_t312
26029,FC2_t364,CP4_t365
26030,CP6_t236,CFC4_t237
26031,AF3_t196,AF3_t197
26032,P5_t154,CP5_t155
26033,AF3_t190,F1_t191
26034,FC6_t353,FC6_t354
26035,CP3_t31,CP3_t32
26036,CCP7_t121,O2_t122
26037,O2_t374,CP6_t375
26038,C4_t173,O2_t174
26039,P3_t213,P3_t214
26040,CFC4_t391,P3_t392
26041,Fz_t142,Fz_t143
26042,AF4_t150,C3_t151
26043,CFC4_t282,CFC4_t283
26044,F6_t35,F3_t36
26045,FC2_t203,FC2_t204
26046,T7_t366,T7_t367
26047,CPz_t340,CCP3_t341
26048,O1_t380,O1_t381
26049,P1_t145,CFC6_t146
26050,PO2_t202,PO2_t203
26051,CFC1_t278,CCP1_t279
26052,FCz_t27,PO2_t28
26053,T8_t146,CP6_t147
26054,CP4_t362,P2_t363
26055,P1_t81,P1_t82
26056,P4_t187,F6_t188
26057,F1_t296,F1_t297
26058,F6_t155,T7_t156
26059,AF4_t193,CCP5_t194
26060,O2_t393,FC1_t394
26061,P2_t74,C3_t75
26062,T7_t110,F6_t111
26063,FC6_t11,FC6_t12
26064,CCP4_t240,CCP4_t241
26065,P3_t164,P3_t165
26066,CFC8_t374,CCP6_t375
26067,FC3_t385,FC3_t386
26068,PO2_t198,O2_t199
26069,P4_t122,CFC4_t123
26070,P4_t46,CFC4_t47
26071,CP4_t187,CP4_t188
26072,FC6_t52,FC6_t53
26073,T8_t295,T8_t296
26074,CFC6_t183,O1_t184
26075,F5_t281,F5_t282
26076,CFC5_t364,F6_t365
26077,CP5_t317,F5_t318
26078,CP2_t357,CP2_t358
26079,CFC3_t189,P2_t190
26080,FC5_t6,FC5_t7
26081,P5_t26,CP5_t27
26082,P2_t213,P2_t214
26083,P5_t288,O2_t289
26084,O1_t293,O1_t294
26085,C6_t284,CCP3_t285
26086,P4_t107,CCP7_t108
26087,CFC2_t32,F5_t33
26088,CFC1_t135,CFC1_t136
26089,CCP4_t293,CCP4_t294
26090,CCP3_t392,CCP3_t393
26091,P3_t276,CP3_t277
26092,Fz_t396,Pz_t397
26093,CFC7_t262,CFC7_t263
26094,F5_t275,F5_t276
26095,CP6_t285,CP6_t286
26096,CCP5_t226,CCP5_t227
26097,CFC7_t51,CP2_t52
26098,P2_t62,CCP1_t63
26099,FC5_t170,C6_t171
26100,FC3_t85,CFC5_t86
26101,F1_t355,F1_t356
26102,CP1_t61,CFC6_t62
26103,FCz_t87,FCz_t88
26104,CFC6_t256,CFC4_t257
26105,T7_t197,P5_t198
26106,CPz_t70,CPz_t71
26107,CFC3_t159,CFC3_t160
26108,CCP3_t241,Cz_t242
26109,CFC4_t384,CFC4_t385
26110,CCP3_t136,C3_t137
26111,F6_t12,P6_t13
26112,FC6_t198,FC6_t199
26113,CFC7_t322,PO2_t323
26114,F3_t118,F3_t119
26115,CP5_t219,CP5_t220
26116,CP2_t119,CP2_t120
26117,CCP4_t156,CCP4_t157
26118,CCP7_t262,CP4_t263
26119,T8_t140,F6_t141
26120,T8_t130,P3_t131
26121,FC4_t261,C2_t262
26122,CFC5_t9,PO2_t10
26123,CCP2_t309,CCP2_t310
26124,P1_t142,P1_t143
26125,CCP1_t397,CCP1_t398
26126,CP1_t120,CP2_t121
26127,F6_t55,F6_t56
26128,Fz_t70,CCP1_t71
26129,P5_t330,F1_t331
26130,FC2_t75,CP4_t76
26131,FC1_t0,FC1_t1
26132,P4_t392,P4_t393
26133,CCP6_t73,CP5_t74
26134,C1_t140,C1_t141
26135,O2_t384,FC6_t385
26136,CP5_t182,CP5_t183
26137,O1_t167,FC5_t168
26138,AF3_t86,AF3_t87
26139,P5_t39,P5_t40
26140,CFC3_t127,CFC3_t128
26141,F1_t97,F1_t98
26142,FC5_t144,FC5_t145
26143,P4_t60,CFC4_t61
26144,O1_t264,C4_t265
26145,FC3_t150,F3_t151
26146,T8_t257,T8_t258
26147,P5_t364,P5_t365
26148,CCP3_t231,CPz_t232
26149,CCP7_t339,C4_t340
26150,CCP1_t331,T8_t332
26151,P2_t205,P2_t206
26152,CP1_t353,P3_t354
26153,FC4_t56,FC4_t57
26154,CFC7_t36,CCP8_t37
26155,C4_t335,P6_t336
26156,P4_t302,CCP4_t303
26157,C4_t4,CPz_t5
26158,CFC2_t8,CFC2_t9
26159,CFC3_t62,CFC3_t63
26160,F1_t38,P3_t39
26161,CCP3_t391,CCP3_t392
26162,CCP1_t68,CCP1_t69
26163,P3_t352,P3_t353
26164,Pz_t389,Pz_t390
26165,CCP6_t171,CCP6_t172
26166,Fz_t221,Fz_t222
26167,FC6_t71,FC6_t72
26168,CCP6_t336,CCP6_t337
26169,CP4_t101,CCP2_t102
26170,CP1_t375,CP1_t376
26171,FC4_t64,T8_t65
26172,F4_t321,F4_t322
